GBR_NAME,LABEL_ID,X_COORD,Y_COORD
Gull Cay,22-002,149.62574768,-22.00212669
U/N Reef,21-460,151.74217224,-21.71146393
U/N Reef,21-461,151.86045837,-21.69746208
U/N Reef,21-462,151.98464966,-21.71365356
U/N Reef,21-463,151.94422913,-21.73451805
U/N Reef,21-464,151.77368164,-21.75589371
U/N Reef,21-544,152.10873413,-21.92170143
Moon Cay,21-545,152.42770386,-21.92540741
Moon Reef,21-545,152.4342041,-21.92556763
U/N Reef,21-546,152.49261475,-21.93086052
U/N Reef,21-547,152.2117157,-21.94097519
Poulson Cay,21-548,152.45744324,-21.93596458
U/N Reef,21-664,152.68000793,-21.14983749
U/N Reef,21-665,151.62016296,-21.49674034
U/N Reef,21-666,151.63653564,-21.51146507
U/N Reef,21-667,151.86720276,-21.43146133
U/N Reef,21-668,151.89093018,-21.77956772
U/N Reef,21-669,151.89456177,-21.7827549
U/N Reef,21-670,151.89585876,-21.60844421
U/N Reef,21-671,151.89967346,-21.78518867
U/N Reef,21-672,151.90309143,-21.59080315
U/N Reef,21-673,151.91821289,-21.47489166
U/N Reef,21-674,151.92616272,-21.80414963
Wild Duck Island Reef (No 1),22-003a,149.88702393,-21.99606133
Wild Duck Island Reef (No 2),22-003b,149.86808777,-22.00758362
Tornado Rocks (No 1),22-004a,149.60192871,-22.02742386
Tornado Rocks (No 2),22-004b,149.60787964,-22.01954842
Tornado Rocks (No 3),22-004c,149.61561584,-22.01800919
Tornado Rocks (No 4),22-004d,149.61738586,-22.00787163
Tornado Rocks (No 5),22-004e,149.62330627,-22.00504684
Infelix Islets Reef,22-005,149.83076477,-22.0241642
Comet Rocks,22-006,149.87532043,-22.07244873
U/N Reef,21-468,152.41918945,-21.50375557
U/N Reef,21-469,152.38902283,-21.5148201
U/N Reef,21-470,152.49479675,-21.51159668
U/N Reef,21-471,152.04995728,-21.49883652
U/N Reef,21-472,152.45518494,-21.52105713
U/N Reef,21-473,152.44084167,-21.52726746
U/N Reef,21-474,152.47457886,-21.53461266
U/N Cay,21-475,152.25465393,-21.54290771
Poulson Reef,21-548,152.45889282,-21.93623352
Pike Reef,21-549,152.42330933,-21.94807434
U/N Reef,21-550,152.31266785,-21.95143318
U/N Reef,21-551,152.0556488,-21.96060562
U/N Reef,21-675,151.94276428,-21.74864578
U/N Reef,21-676,151.96006775,-21.88318062
U/N Reef,21-677,151.96139526,-21.59081268
U/N Reef,21-678,151.97212219,-21.88482475
U/N Reef,21-679,151.98713684,-21.91567039
U/N Reef,21-680,152.00538635,-21.69825745
U/N Reef,21-681,152.0188446,-21.69502258
U/N Reef,21-682,152.02125549,-21.67606735
U/N Reef,21-683,152.02166748,-21.69340134
U/N Reef,21-684,152.02507019,-21.68602943
U/N Reef,21-685,152.0275116,-21.67679596
North Point Cays,22-007,149.81222534,-22.03944588
North Point Cays Reef,22-007,149.81164551,-22.04288864
Brooks Shoal,22-008,149.93243408,-22.02566528
Barren Island Reef,22-009,149.97019958,-22.03235817
Roundish Reef,22-010,149.61427307,-22.05583191
Gannett Rock,22-011,149.87876892,-22.05168724
South Barren Reef,22-012,149.98780823,-22.05339432
Obstruction Shoals,22-013,149.93154907,-22.06221771
U/N Reef,22-014,149.56730652,-22.17403793
U/N Reef,21-475,152.27966309,-21.52086449
U/N Reef,21-476,152.19670105,-21.55088615
U/N Reef,21-477,152.39788818,-21.54730034
U/N Reef,21-478,152.27316284,-21.56251717
U/N Reef,21-479,152.45674133,-21.56138802
U/N Reef,21-294,152.60525513,-21.28995514
U/N Reef,21-295,152.58059692,-21.31895638
U/N Reef,21-296,152.55335999,-21.33865738
U/N Reef,21-297a,152.50587463,-21.36851501
U/N Reef,21-297b,152.52484131,-21.34047318
U/N Rock,21-394a,150.34362793,-21.67428017
U/N Rock,21-394b,150.3343811,-21.67113113
Graf Rock,21-394c,150.31921387,-21.66233635
Boat Islet,21-395,150.35586548,-21.67299461
Whites Bay Reef,21-396,150.29501343,-21.67314339
Normanby Rock,21-397,150.21812439,-21.68174171
West Spur Reef,21-398,150.27511597,-21.68361664
West Spur,21-398,150.27433777,-21.68379593
East Spur Reef,21-399,150.28730774,-21.68441772
East Spur,21-399,150.28759766,-21.68308067
Howard Islet Reef,21-401,150.31643677,-21.73255157
Hixson Islet Reef,21-402,150.28936768,-21.74769211
U/N Reef,21-124,151.12799072,-21.25706482
U/N Reef,21-125,151.37493896,-21.26511574
U/N Reef,21-126,151.20361328,-21.29463577
U/N Reef,21-127a,151.11434937,-21.29155731
U/N Reef,21-127b,151.11967468,-21.31758881
Storm Cay,21-128,151.15901184,-21.33346558
U/N Reef,21-208,152.16401672,-21.09871864
U/N Cay,21-209,152.25759888,-21.10238075
U/N Reef,21-209,152.25634766,-21.10013008
U/N Reef,21-210,152.31355286,-21.10190964
U/N Cay,21-211,152.35180664,-21.10259056
U/N Reef,21-211,152.35432434,-21.10294342
U/N Cay,21-212,152.15888977,-21.10156631
U/N Reef,21-212,152.1565094,-21.10522842
U/N Reef,21-213,152.18656921,-21.1063652
Zodiac Cay,21-214,152.08113098,-21.10534668
U/N Reef,21-297c,152.52258301,-21.35182953
U/N Reef,21-297d,152.51069641,-21.35843468
U/N Reef,21-298,152.50158691,-21.37943649
U/N Reef,21-299,152.52914429,-21.37872505
U/N Reef,21-300a,152.50752258,-21.39318848
U/N Reef,21-300b,152.51759338,-21.39437294
U/N Reef,21-301,152.5291748,-21.42930031
U/N Reef,21-302,152.58131409,-21.43224525
South Island Reef (No 1),21-403a,150.31620789,-21.73898125
South Island Reef (No 2),21-403b,150.34436035,-21.73621368
Sullivan Rock,21-404,150.43522644,-21.74964333
South East Islets Reef,21-406,150.42985535,-21.7577095
South East Islets (No 1),21-406a,150.41427612,-21.75400352
Storm Reef,21-128,151.16723633,-21.32230186
U/N Reef,21-129,151.09651184,-21.35380936
Zodiac Reef,21-214,152.04922485,-21.12125206
U/N Cay,21-215,152.31907654,-21.11871719
U/N Reef,21-215,152.32237244,-21.11697006
U/N Reef,21-216,152.38909912,-21.12158012
U/N Reef,21-217,152.47236633,-21.12492561
U/N Reef,21-218,152.4850769,-21.13196373
U/N Reef,21-219,152.18249512,-21.13493919
U/N Reef,21-220,152.14297485,-21.15692139
U/N Reef,21-303,152.51974487,-21.46067429
U/N Reef,21-304,152.51011658,-21.47377586
East Cay,21-305,152.56196594,-21.48865318
East Cay Reef,21-305,152.56459045,-21.48348045
U/N Reef,21-306,152.50949097,-21.4948616
U/N Reef,21-307,149.4793396,-21.53699303
Bates Rock,21-409,150.09689331,-21.79712296
South Sail Rock,21-411,150.13105774,-21.85175133
Hannah Rock,21-412,150.42181396,-21.85715675
Glasgow Rock,21-413,150.17181396,-21.8810482
Bamborough Island Reef (No 1),21-414a,150.10479736,-21.92339325
Bamborough Island Reef (No 2),21-414b,150.11930847,-21.92155647
Jeffreys Rocks Reef,21-415,150.22834778,-21.91445732
Jeffreys Rocks (No 1),21-415a,150.22680664,-21.91276741
Jeffreys Rocks (No 2),21-415b,150.22767639,-21.91370392
U/N Reef,21-130,151.277771,-21.34298134
Nancy Foster Reef,21-131,151.36734009,-21.36973381
U/N Reef,21-132,151.32798767,-21.39435387
U/N Reef,21-133,151.25033569,-21.37825012
U/N Reef,21-134,151.27459717,-21.38881302
U/N Reef,21-221,152.43005371,-21.14411545
U/N Reef,21-222,152.30873108,-21.15453339
U/N Cay,21-223,152.19140625,-21.17027664
U/N Reef,21-223,152.19186401,-21.1681118
U/N Reef,21-224,152.47795105,-21.1655426
U/N Reef,21-225,152.09559631,-21.19787979
U/N Reef,21-226,152.3710022,-21.17719841
U/N Reef,21-227,152.39749146,-21.17647552
Temple Island Reef,21-308,149.48971558,-21.60212898
U/N Reef,21-309,149.47203064,-21.60445595
U/N Reef,21-310,149.44360352,-21.64638519
Marion Rock,21-311,149.47296143,-21.66502762
U/N Reef,21-312,149.45639038,-21.67543983
U/N Reef,21-313,149.47171021,-21.71211052
U/N Reef,21-314,149.46852112,-21.73969078
U/N Reef,21-315,149.46368408,-21.82425308
West Hill Reef,21-316,149.48408508,-21.83606529
Jeffreys Rocks (No 3),21-415c,150.22598267,-21.91470528
Jeffreys Rocks (No 4),21-415d,150.22998047,-21.91472435
Jeffreys Rocks (No 5),21-415e,150.22766113,-21.91528893
Jeffreys Rocks (No 6),21-415f,150.2277832,-21.91734886
Jeffreys Rocks (No 7),21-415g,150.22924805,-21.91804695
Low Rock,21-416,150.47729492,-21.94893456
Coquet Reef,21-417,150.09715271,-21.93717957
Hunter Island Reef (No 1),21-418a,150.13188171,-21.95026779
Hunter Island Reef (No 2),21-418b,150.14614868,-21.98266792
U/N Reef,21-135,151.4798584,-21.36478806
U/N Cay,21-136,151.42500305,-21.38185883
U/N Reef,21-136,151.42089844,-21.38519478
U/N Reef,21-137,151.41903687,-21.40195084
U/N Cay,21-138,151.42025757,-21.42698288
U/N Reef,21-138,151.4158783,-21.43140984
U/N Reef,21-139,151.46914673,-21.47309494
U/N Reef,21-228,152.29989624,-21.18229485
U/N Reef,21-229,152.44850159,-21.18300247
U/N Reef,21-230,152.33605957,-21.19016266
U/N Reef,21-231,152.31559753,-21.19956398
U/N Reef,21-232,152.49812317,-21.2042942
U/N Reef,21-233,152.49273682,-21.21545792
U/N Reef,21-234,152.24261475,-21.21254539
Lavers Cay,21-235,152.01690674,-21.21435547
Lavers Reef,21-235,152.01158142,-21.2201004
Ferdinand Shoal,21-317,149.76760864,-21.50951195
Waratah Island Reef,21-318,149.72076416,-21.51057243
Waratah Shoal,21-319,149.71664429,-21.5170536
Tupper Shoal,21-320,149.80168152,-21.52380371
Henani Rock,21-321,149.81694031,-21.55481339
Yaralla Shoal,21-322,149.64598083,-21.58921051
Fairfax Rock,21-323,149.80728149,-21.57053375
Harry Shoal (North),21-324a,149.82466125,-21.57322884
Harry Shoal (South),21-324b,149.8177948,-21.58224297
Hotspur Islets Reef,21-059,150.26831055,-21.48330307
U/N Reef,21-060,150.59155273,-21.01289177
U/N Reef,21-061,150.69233704,-21.05476952
U/N Reef,21-140,151.2865448,-21.48459435
U/N Reef,21-141,151.19822693,-21.48633385
U/N Reef,21-142,151.55395508,-21.00358772
U/N Reef,21-143,151.56329346,-21.04230118
U/N Reef,21-144,151.57254028,-21.05036545
U/N Reef,21-236,152.39666748,-21.21899033
U/N Reef,21-237,152.47233582,-21.2400341
U/N Reef,21-238,152.51210022,-21.23604202
U/N Cay,21-239,152.28111267,-21.26342964
Hirst Reef,21-325,149.81271362,-21.57463837
Kilgour Shoal,21-326,149.87457275,-21.59135246
Wallace Reef,21-327,149.77217102,-21.60095787
Tinonee Bank,21-328,149.80619812,-21.57907104
Planter Shoal,21-329,149.83822632,-21.58836555
Bluff Island Reef,21-331,149.86695862,-21.60451508
Pearl Rock,21-332,149.76522827,-21.60390663
U/N Reef,21-062,150.8651123,-21.03121948
U/N Reef,21-063,150.92486572,-21.02652931
U/N Reef,21-064,150.77798462,-21.05713272
U/N Reef,21-065,150.83032227,-21.07218361
U/N Reef,21-066,150.77861023,-21.08885765
U/N Reef,21-067,150.90170288,-21.11616707
U/N Reef,21-145a,151.60997009,-21.06549835
U/N Reef,21-145b,151.59931946,-21.09938431
U/N Reef,21-145c,151.59657288,-21.04000854
U/N Reef,21-146,151.6415863,-21.07686806
U/N Reef,21-147,151.66363525,-21.06974411
U/N Reef,21-239,152.26924133,-21.26412392
U/N Cay,21-240,152.31562805,-21.27801514
U/N Reef,21-240,152.31253052,-21.27980042
Centenery Cay,21-241,152.33470154,-21.28189659
Centenery Reef,21-241,152.33070374,-21.28257179
U/N Reef,21-242a,152.2311554,-21.30331612
U/N Reef,21-242b,152.2205658,-21.30057907
Treble Reef,21-333,149.82698059,-21.60354614
Curlew Reef,21-334,149.78314209,-21.60557938
U/N Rock,21-335,149.51069641,-21.59500885
U/N Reef,21-336,149.81752014,-21.62057495
Pearl Shoal,21-337,149.75738525,-21.61088753
Slattery Shoal,21-338,149.78649902,-21.62372971
U/N Reef,21-068,150.83065796,-21.1288929
U/N Reef,21-069,150.99501038,-21.1121769
U/N Reef,21-070,150.78956604,-21.13311958
U/N Cay,21-071,150.76345825,-21.13442993
U/N Reef,21-071,150.76312256,-21.13590622
Patricia Mather Reef,21-148,151.68789673,-21.08218956
U/N Reef,21-149,151.71607971,-21.09569168
U/N Reef,21-150,151.73487854,-21.10695457
U/N Reef,21-151,151.75344849,-21.1144619
U/N Reef,21-242c,152.23120117,-21.2974205
U/N Reef,21-243,152.05187988,-21.29553986
U/N Reef,21-244,152.06446838,-21.3126049
U/N Reef,21-245,152.43687439,-21.30537796
U/N Cay,21-246,152.48532104,-21.31847954
U/N Reef,21-246,152.48178101,-21.317873
U/N Reef,21-247,152.16299438,-21.33177567
Dinner Reef,21-339,149.81027222,-21.6282959
Temple Shoal,21-340,149.50505066,-21.60247612
Edwards Shoal,21-341,149.66375732,-21.65200806
Blackbird Shoal,21-342,149.82588196,-21.65610695
Billy Rock,21-344,149.62962341,-21.66889572
Ridge Reef,21-345,149.63824463,-21.67481613
Paxton Shoal,21-346,149.67341614,-21.69802475
Torch Shoal,21-347,149.54095459,-21.68803024
U/N Reef,21-072,150.66035461,-21.16360283
U/N Reef,21-073,150.85562134,-21.13931656
U/N Reef,21-074,150.84495544,-21.15646553
U/N Reef,21-075,150.93388367,-21.16447449
U/N Reef,21-152,151.77072144,-21.12043381
U/N Reef,21-153,151.58065796,-21.12338448
U/N Reef,21-154,151.55654907,-21.15089035
U/N Reef,21-155,151.69050598,-21.15966606
U/N Reef,21-156,151.71206665,-21.14785957
U/N Reef,21-157,151.7565918,-21.14909172
U/N Reef,21-158,151.77658081,-21.15070915
U/N Reef,21-248,152.22224426,-21.34185219
U/N Reef,21-249,152.32365417,-21.34230995
U/N Reef,21-250a,152.40174866,-21.32835197
U/N Reef,21-250b,152.39926147,-21.32525635
U/N Reef,21-251,152.36584473,-21.32950974
U/N Reef,21-252,152.2495575,-21.34968948
Connor Islet Reef,21-348,149.66941833,-21.71940422
U/N Rock,21-348c,149.67324829,-21.71532631
Smythe Shoals,21-349a,149.8805542,-21.71228218
Emily Patches,21-349b,149.83363342,-21.75271606
Shag Reef,21-350,149.59126282,-21.74284935
Shag Rock,21-350,149.59129333,-21.74296951
Stony Shoal,21-351,149.56417847,-21.75425339
Williams Shoal,21-352,149.63389587,-21.73739815
Middle Rock,21-353,149.6890564,-21.741745
U/N Reef,21-076,150.87327576,-21.18617821
U/N Reef,21-077,150.94219971,-21.19237518
U/N Reef,21-078,150.82243347,-21.2010231
U/N Cay,21-079,150.79325867,-21.21019363
U/N Reef,21-079,150.79275513,-21.21425056
U/N Reef,21-080,150.7689209,-21.22619438
U/N Reef,21-159,151.79916382,-21.16200638
U/N Reef,21-160,151.55352783,-21.18189812
U/N Reef,21-161,151.82269287,-21.18107986
U/N Reef,21-162,151.54208374,-21.20458984
U/N Reef,21-163,151.57441711,-21.20841599
U/N Reef,21-164,151.52877808,-21.21752548
U/N Reef,21-165,151.82315063,-21.19952965
U/N Reef,21-253,152.28987122,-21.35781097
U/N Reef,21-254,152.34736633,-21.35081482
U/N Cay,21-255,152.42251587,-21.35889626
U/N Reef,21-255,152.4249115,-21.35569382
U/N Reef,21-256,152.48065186,-21.35416222
U/N Reef,21-257,152.14225769,-21.36036682
Mystery Cay,21-258,152.02603149,-21.38364601
Lower Reef,21-355,149.70275879,-21.79821014
Lower Rock,21-355,149.70274353,-21.79822731
Innes Reef,21-356,149.78819275,-21.8157444
Ethel Sand,21357,149.77680969,-21.82049179
Sandy Shoal (North),21-358a,149.55975342,-21.82880592
Sandy Shoal (South),21-358b,149.54400635,-21.84738541
George Reef,21-359,149.82377625,-21.83037949
U/N Rock,21-359,149.82653809,-21.83419991
Poynter Reef,21-360,149.79214478,-21.83708763
U/N Reef,21-081,150.88285828,-21.22441864
U/N Reef,21-082,150.89659119,-21.24571228
U/N Reef,21-083,150.91246033,-21.25756645
U/N Reef,21-084,150.93057251,-21.27771568
U/N Reef,21-085,150.93640137,-21.30824661
Paul Reef,21-086,150.7849884,-21.33171272
Twin Cays (North),21-166,151.98933411,-21.20949936
Twin Cays Reef (North),21-166,151.98399353,-21.21507835
U/N Reef,21-167,151.54231262,-21.23272514
Twin Cays (South),21-168,151.98693848,-21.222229
Twin Cays Reef (South),21-168,151.98223877,-21.22678185
U/N Reef,21-169,151.69029236,-21.23905563
U/N Reef,21-170,151.66825867,-21.24411583
U/N Reef,21-171,151.55541992,-21.25293922
Riptide Cay,21-172,151.8475647,-21.23792648
Mystery Reef,21-258,152.01708984,-21.37743568
U/N Reef,21-259,152.21121216,-21.39242363
U/N Cay,21-260,152.25454712,-21.40930557
U/N Reef,21-260,152.24992371,-21.39717484
North Patch,21-361,149.63719177,-21.8423214
Alexandra Reefs,21-362,149.62112427,-21.85416031
South Patch,21-363,149.61317444,-21.86392403
Lake Shoals,21-364,149.87661743,-21.89964867
Drumfish Shoal (East),21-365a,149.64256287,-21.91065788
Drumfish Shoal (West),21-365b,149.63064575,-21.91459274
Fanning Shoal,21-366,149.51062012,-21.92835236
U/N Reef,21-087,150.97479248,-21.38442421
U/N Reef,21-088,151.32525635,-21.0243988
U/N Reef,21-089,151.41497803,-21.01283455
U/N Reef,21-090,151.44517517,-21.01016045
U/N Reef,21-091,151.55450439,-21.04234505
U/N Reef,21-092,151.16288757,-21.01262283
Riptide Reef,21-172,151.8458252,-21.24135208
Mullers Cay,21-173,151.57070923,-21.33423424
Mullers Reef,21-173,151.55389404,-21.2991333
U/N Reef,21-174,151.67955017,-21.29241371
U/N Reef,21-175,151.63769531,-21.32159424
U/N Cay,21-176,151.60566711,-21.33325005
U/N Reef,21-261,152.36257935,-21.41420746
U/N Reef,21-262a,152.44444275,-21.41273308
U/N Reef,21-262b,152.43234253,-21.42036247
U/N Reef,21-263,152.49061584,-21.41230583
U/N Reef,21-264,152.39929199,-21.42409325
Red Clay Reef,21-367,149.64859009,-21.93179321
Boomerang Shoals,21-368,149.9609375,-21.91851616
Middle Shoal,21-369,149.73028564,-21.94313431
Beware Reef,21-370,149.66061401,-21.95002556
Beware Rocks (No 1),21-370a,149.66035461,-21.94578362
Beware Rocks (No 2),21-370b,149.66160583,-21.95006752
Beware Rocks (No 3),21-370c,149.65936279,-21.95382309
Beware Rocks (No 4),21-370d,149.66007996,-21.95754433
Bald Reef,21-372,149.57846069,-21.95653534
Reef Islet Reef,21-373,149.59939575,-21.95823097
U/N Reef,21-093,151.10321045,-21.02966309
U/N Reef,21-094,151.15153503,-21.03481483
U/N Reef,21-095,151.28015137,-21.04209328
U/N Reef,21-096,151.40861511,-21.03702354
U/N Reef,21-097,151.48088074,-21.03940582
U/N Reef,21-098,151.42097473,-21.04194641
U/N Reef,21-099,151.37936401,-21.04962921
U/N Reef,21-100,151.07112122,-21.07071495
U/N Reef,21-176,151.59999084,-21.33385468
U/N Reef,21-177,151.70314026,-21.33298302
U/N Reef,21-178,151.6232605,-21.33740425
U/N Reef,21-179,151.72419739,-21.34738159
U/N Reef,21-180,151.82653809,-21.34622002
U/N Reef,21-181,151.8578949,-21.37122536
U/N Cay,21-182,151.67982483,-21.37742233
U/N Reef,21-265,152.33422852,-21.43022156
U/N Reef,21-266,152.12767029,-21.43675041
U/N Reef,21-267,152.40390015,-21.45225143
U/N Reef,21-268,152.4563446,-21.44384193
U/N Reef,21-269,152.43959045,-21.4658432
West Reef,21-374,149.67950439,-21.95907402
Holt Shoal,21-375,149.81948853,-21.96968269
Half Tide Rock,21-376,149.96028137,-21.96067429
Channel Island Reef,21-377,149.89337158,-21.97016716
Aquila Reef,21-378,149.5740509,-21.98191833
Avoid Reef,21-379,149.66387939,-21.9777813
U/N Reef,21-101,151.52836609,-21.01545143
U/N Reef,21-829a,150.93760681,-21.64868546
U/N Reef,21-829b,150.94543457,-21.66374779
U/N Reef,21-829c,150.912323,-21.67321968
U/N Reef,21-102,151.43367004,-21.07152939
U/N Reef,21-103,151.36907959,-21.07945442
U/N Reef,21-182,151.67344666,-21.37717247
U/N Reef,21-183,151.71105957,-21.37382126
U/N Reef,21-184,151.69519043,-21.3809948
U/N Reef,21-185,151.90176392,-21.3990097
U/N Reef,21-186,151.79299927,-21.41065025
U/N Reef,21-187,151.64750671,-21.41942215
U/N Reef,21-270,152.3843689,-21.47239113
U/N Reef,21-271,152.13250732,-21.49270248
U/N Reef,21-272,152.20695496,-21.49954224
U/N Reef,21-273,152.57675171,-21.02282333
Perkins Cay,21-274,152.62278748,-21.04776382
Perkins Reef,21-274,152.62423706,-21.03944397
U/N Reef,21-275,152.56225586,-21.06020164
U/N Rock,21-379d,149.65365601,-21.96057129
Park Shoal,21-380,149.87963867,-21.98472214
Falcon Island Reef,21-381,149.87854004,-21.98041344
Turn Island Reef,21-382,149.8117981,-21.98962402
Race Rocks Reef,21-383,149.84802246,-21.98963737
Race Rocks (No 1),21-383a,149.84632874,-21.98929787
Race Rocks (No 2),21-383b,149.84753418,-21.99211121
Escape Cay,21-384,149.64212036,-21.99860573
U/N Reef,21-104,151.23789978,-21.09609222
U/N Reef,21-105,151.46958923,-21.10521126
U/N Reef,21-106,151.22644043,-21.12143517
U/N Reef,21-107,151.2114563,-21.1216011
U/N Reef,21-108,151.13813782,-21.12225151
U/N Reef,21-109,151.07345581,-21.12340164
U/N Reef,21-110,151.17784119,-21.13773155
U/N Reef,21-111,151.35295105,-21.13946915
U/N Reef,21-112,151.30392456,-21.15625381
U/N Reef,21-188,151.58621216,-21.44426346
U/N Cay,21-189,151.66067505,-21.45292091
U/N Reef,21-189,151.67486572,-21.45179367
U/N Reef,21-190,151.91407776,-21.44425201
U/N Reef,21-191,151.85289001,-21.46036911
U/N Cay,21-192,152.47505188,-21.00120735
U/N Reef,21-192,152.46875,-21.00935173
U/N Reef,21-276,152.54962158,-21.05856705
U/N Reef,21-277,152.53425598,-21.07284927
U/N Reef,21-278,152.54450989,-21.10451126
U/N Reef,21-279,152.51489258,-21.1144886
Elusive Reef,21-280,152.77561951,-21.10882568
U/N Reef,21-281,152.62947083,-21.11810875
Shrewsbury Rock,21-385,150.26754761,-21.50571442
Pine Peak Reef,21-386,150.25845337,-21.51895905
Sphinx Reef,21-387,150.15148926,-21.52507019
U/N Rock,21-387b,150.152771,-21.53230858
Middle Island Reef,21-389,150.24728394,-21.61848259
U/N Reef,21-113a,151.35520935,-21.16419983
U/N Reef,21-113b,151.37193298,-21.15917587
U/N Reef,21-113c,151.36351013,-21.16161156
U/N Reef,21-113d,151.36010742,-21.17233086
U/N Reef,21-113e,151.37101746,-21.17122078
U/N Reef,21-114a,151.42947388,-21.16376495
U/N Reef,21-114b,151.42990112,-21.17124176
U/N Reef,21-114c,151.43481445,-21.16818047
U/N Reef,21-115,151.0368042,-21.17749405
U/N Reef,21-116,151.01277161,-21.21458054
U/N Cay,21-193,152.49220276,-21.00503731
U/N Reef,21-193,152.48942566,-21.00729179
U/N Reef,21-194,152.20040894,-21.01859093
U/N Cay,21-195,152.23373413,-21.0168438
U/N Reef,21-195,152.23452759,-21.02047348
U/N Reef,21-196,152.07595825,-21.03339767
U/N Reef,21-197,152.09532166,-21.04187202
U/N Reef,21-198,152.20246887,-21.05153275
U/N Reef,21-199,152.18943787,-21.06671333
U/N Cay,21-200,152.22758484,-21.07596207
U/N Reef,21-200,152.23136902,-21.06274033
U/N Reef,21-282,152.65705872,-21.1017971
U/N Cay,21-283,152.50308228,-21.13684273
U/N Reef,21-283,152.50035095,-21.13907242
Ron Taylor Reef,21-284,152.52792358,-21.13741684
U/N Reef,21-285,152.54450989,-21.13903236
U/N Reef,21-286,152.51199341,-21.17564964
U/N Reef,21-287,152.58502197,-21.17240524
U/N Reef,21-288,152.60574341,-21.16286278
Hildebrand Rock,21-390,150.22361755,-21.63961029
Pine Islets Reef,21-391,150.22001648,-21.65265083
Pine Islets (No 4),21-391d,150.22433472,-21.65774345
Walter Reef,21-392,150.34048462,-21.65066719
North East Reef,21-394,150.33010864,-21.66446686
U/N Reef,21-117,151.21272278,-21.19371223
U/N Reef,21-118,151.27482605,-21.20157433
U/N Reef,21-119,151.19476318,-21.21636391
U/N Reef,21-120,151.41723633,-21.21245384
U/N Reef,21-121,151.39891052,-21.24043465
U/N Reef,21-122,151.29815674,-21.24813652
U/N Reef,21-123,151.18199158,-21.25587273
U/N Reef,21-201,152.46444702,-21.06417274
U/N Reef,21-202,152.2013855,-21.07513428
U/N Reef,21-203,152.23768616,-21.08632278
U/N Reef,21-204,152.28117371,-21.08605957
U/N Reef,21-205,152.50106812,-21.08626938
Distant Cay,21-206,152.48544312,-21.10017967
U/N Reef,21-206,152.48829651,-21.10110664
U/N Cay,21-207,152.14401245,-21.09009552
U/N Reef,21-207,152.14338684,-21.0894146
U/N Cay,21-208,152.16749573,-21.09771729
U/N Reef,21-289a,152.59512329,-21.18595886
U/N Reef,21-289b,152.54734802,-21.1842041
U/N Reef,21-290,152.52255249,-21.20072746
U/N Reef,21-291,152.54641724,-21.20467186
U/N Reef,21-292,152.54269409,-21.22770309
U/N Reef,21-293,152.56156921,-21.22248077
U/N Reef,99-462a,142.198349,-10.55118656
U/N Reef,99-462b,142.22555542,-10.54458332
U/N Reef,99-463,142.17610168,-10.54168606
U/N Reef,99-464,143.51655579,-10.54308128
U/N Reef,99-465,143.91207886,-10.54318714
U/N Reef,99-466,143.70106506,-10.54388714
U/N Reef,99-467,143.73916626,-10.54464149
U/N Reef,99-468,142.23826599,-10.54471874
U/N Reef,99-469,142.34805298,-10.54893208
U/N Reef,99-470,142.37658691,-10.55236149
Bourne Rock,99-470,142.37753296,-10.55052662
U/N Reef,99-471,142.23469543,-10.55305958
U/N Reef,99-472,143.4876709,-10.55386734
U/N Reef,99-473,142.32878113,-10.55666637
U/N Reef,99-474,143.92114258,-10.55549526
Bayag Reef,99-475,143.25144958,-10.56016731
U/N Reef,99-476,142.16014099,-10.56311417
U/N Reef,99-477,143.46289063,-10.563797
U/N Reef,99-478,143.41401672,-10.56578922
U/N Reef,99-479a,142.20906067,-10.58542156
U/N Reef,99-479b,142.21627808,-10.57439137
U/N Reef,99-479c,142.2286377,-10.57008934
U/N Reef,99-480,143.91508484,-10.57259083
U/N Reef,99-481,142.17596436,-10.5741806
U/N Reef,99-482,143.92538452,-10.58829594
U/N Reef,99-483,142.23225403,-10.58983707
U/N Reef,99-484,143.48846436,-10.59537983
U/N Reef,99-485a,142.20094299,-10.59562492
U/N Reef,99-485b,142.12936401,-10.72517967
U/N Reef,99-486,142.61952209,-10.5962286
U/N Reef,99-487,142.23448181,-10.59611511
U/N Reef,99-488,143.90899658,-10.59624958
U/N Reef,99-489,142.14419556,-10.61122322
U/N Reef,99-491,143.08979797,-10.59838772
U/N Reef,99-492,143.93231201,-10.59911919
U/N Reef,99-493,142.09736633,-10.60252666
U/N Reef,99-494,142.12101746,-10.60309219
U/N Reef,99-495,142.29420471,-10.60338593
U/N Reef,99-496,143.68252563,-10.60664749
U/N Reef,99-497,142.61273193,-10.60973167
U/N Reef,99-498,143.29719543,-10.61133671
Alpha Reef,99-300,142.51924133,-10.61234856
Kagar Reef,99-302,142.91264343,-10.59951687
Mount Adolphus (Mori) Island Reef (No 1),99-303a,142.64582825,-10.6229496
Mount Adolphus (Mori) Island Reef (No 2),99-303b,142.65339661,-10.6502285
Mount Adolphus (Mori) Island Reef (No 3),99-303c,142.64463806,-10.63807487
U/N Reef,99-499,143.91023254,-10.61163521
U/N Reef,99-500,142.62643433,-10.61249447
U/N Reef,99-501,143.92382813,-10.61352062
Jardine Rock,99-502,142.65185547,-10.61513138
U/N Reef,99-503,143.94464111,-10.61746407
U/N Reef,99-504,143.76292419,-10.62014294
