reefName,date,source,x,y
Fitzroy Reef (23-077),2020-10-02,EOTR,152.14743042,-23.63306427
Fitzroy Reef (23-077),2020-10-03,EOTR,152.14743042,-23.63306427
Fitzroy Reef (23-077),2020-10-07,EOTR,152.14743042,-23.63306427
Fitzroy Reef (23-077),2020-12-04,EOTR,152.14743042,-23.63306427
Fitzroy Reef (23-077),2020-12-05,EOTR,152.14743042,-23.63306427
Fitzroy Reef (23-077),2021-05-10,EOTR,152.14743042,-23.63306427
Fitzroy Reef (23-077),2021-10-15,EOTR,152.14743042,-23.63306427
Fitzroy Reef (23-077),2021-10-16,EOTR,152.14743042,-23.63306427
Fitzroy Reef (23-077),2022-01-07,EOTR,152.14743042,-23.63306427
Fitzroy Reef (23-077),2022-03-09,EOTR,152.14743042,-23.63306427
Fitzroy Reef (23-077),2022-03-10,EOTR,152.14743042,-23.63306427
Fitzroy Reef (23-077),2022-05-17,EOTR,152.14743042,-23.63306427
Fitzroy Reef (23-077),2022-07-26,EOTR,152.14743042,-23.63306427
Fitzroy Reef (23-077),2022-09-16,EOTR,152.14743042,-23.63306427
Fitzroy Reef (23-077),2022-12-05,EOTR,152.14743042,-23.63306427
Fitzroy Reef (23-077),2023-02-02,EOTR,152.14743042,-23.63306427
Fitzroy Reef (23-077),2023-02-03,EOTR,152.14743042,-23.63306427
Fitzroy Reef (23-077),2023-04-09,EOTR,152.14743042,-23.63306427
Fitzroy Reef (23-077),2023-09-14,EOTR,152.14743042,-23.63306427
Fitzroy Reef (23-077),2023-09-15,EOTR,152.14743042,-23.63306427
Flora Reef (17-010),2023-01-16,EOTR,146.29089355,-17.1848011
Fly Reef (14-109),2020-10-30,AIMS,145.15846252,-14.50730419
Fly Reef (14-109),2022-09-23,EOTR,145.15846252,-14.50730419
Flynn Reef (16-065),2020-02-14,AIMS,146.27462769,-16.72874832
Flynn Reef (16-065),2020-04-29,EOTR,146.27462769,-16.72874832
Flynn Reef (16-065),2020-04-30,EOTR,146.27462769,-16.72874832
Flynn Reef (16-065),2020-07-26,EOTR,146.27462769,-16.72874832
Flynn Reef (16-065),2021-01-28,EOTR,146.27462769,-16.72874832
Flynn Reef (16-065),2022-01-24,EOTR,146.27462769,-16.72874832
Flynn Reef (16-065),2022-01-25,EOTR,146.27462769,-16.72874832
Flynn Reef (16-065),2022-08-19,EOTR,146.27462769,-16.72874832
Flynn Reef (16-065),2023-03-04,EOTR,146.27462769,-16.72874832
Fore And Aft Reef (18-043),2020-01-20,EOTR,147.03765869,-18.50482941
Fore And Aft Reef (18-043),2020-04-12,EOTR,147.03765869,-18.50482941
Fore And Aft Reef (18-043),2020-05-22,EOTR,147.03765869,-18.50482941
Fore And Aft Reef (18-043),2020-08-21,EOTR,147.03765869,-18.50482941
Fore And Aft Reef (18-043),2021-03-08,EOTR,147.03765869,-18.50482941
Fore And Aft Reef (18-043),2021-12-09,EOTR,147.03765869,-18.50482941
Fore And Aft Reef (18-043),2022-05-28,EOTR,147.03765869,-18.50482941
Fore And Aft Reef (18-043),2022-09-03,EOTR,147.03765869,-18.50482941
Fore And Aft Reef (18-043),2023-01-13,EOTR,147.03765869,-18.50482941
Fore And Aft Reef (18-043),2023-02-02,EOTR,147.03765869,-18.50482941
Fore And Aft Reef (18-043),2023-07-07,EOTR,147.03765869,-18.50482941
Fore And Aft Reef (18-043),2023-10-17,EOTR,147.03765869,-18.50482941
Fork Reef (18-083),2020-04-12,EOTR,147.55445862,-18.6082859
Fork Reef (18-083),2020-05-30,AIMS,147.55445862,-18.6082859
Fork Reef (18-083),2022-02-19,EOTR,147.55445862,-18.6082859
Forrester Reef (15-009),2020-11-01,AIMS,145.49612427,-15.16672802
Forrester Reef (15-009),2020-11-15,EOTR,145.49612427,-15.16672802
Forrester Reef (15-009),2022-03-11,EOTR,145.49612427,-15.16672802
Forrester Reef (15-009),2022-10-29,AIMS,145.49612427,-15.16672802
Forrester Reef (15-009),2023-11-27,EOTR,145.49612427,-15.16672802
Forwood Reef (11-166),2023-11-24,EOTR,143.2484436,-11.73574638
Frigate Reef (21-511),2020-01-10,EOTR,152.42849731,-21.73435974
Frigate Reef (21-511),2023-01-22,EOTR,152.42849731,-21.73435974
Frigate Reef (21-511),2023-03-24,EOTR,152.42849731,-21.73435974
Gannett Cay Reef (21-556),2020-09-03,AIMS,152.47738647,-21.98163605
Gannett Cay Reef (21-556),2022-01-08,AIMS,152.47738647,-21.98163605
Gannett Cay Reef (21-556),2022-09-08,AIMS,152.47738647,-21.98163605
Gannett Cay Reef (21-556),2023-01-26,EOTR,152.47738647,-21.98163605
Gannett Cay Reef (21-556),2023-10-07,AIMS,152.47738647,-21.98163605
Gater Reef (22-130),2023-02-18,EOTR,152.69818115,-22.17048645
Gibson Reef (17-017),2020-02-16,EOTR,146.35955811,-17.30199242
Gibson Reef (17-017),2021-06-15,EOTR,146.35955811,-17.30199242
Gibson Reef (17-017),2021-06-16,EOTR,146.35955811,-17.30199242
Gibson Reef (17-017),2022-06-09,EOTR,146.35955811,-17.30199242
Gibson Reef (17-017),2022-06-17,EOTR,146.35955811,-17.30199242
Gibson Reef (17-017),2023-03-20,EOTR,146.35955811,-17.30199242
Glow Reef (18-071),2021-10-30,EOTR,147.40255737,-18.52807808
Gould Reef (No 1) (19-072a),2021-11-05,EOTR,148.77920532,-19.37535858
Gould Reef (No 1) (19-072a),2023-11-06,EOTR,148.77920532,-19.37535858
Green Island Reef (16-049),2020-01-29,EOTR,145.99865723,-16.76707268
Green Island Reef (16-049),2021-01-16,AIMS,145.99865723,-16.76707268
Green Island Reef (16-049),2021-07-28,EOTR,145.99865723,-16.76707268
Green Island Reef (16-049),2021-09-20,AIMS,145.99865723,-16.76707268
Green Island Reef (16-049),2021-10-01,EOTR,145.99865723,-16.76707268
Green Island Reef (16-049),2021-10-02,EOTR,145.99865723,-16.76707268
Green Island Reef (16-049),2022-03-23,EOTR,145.99865723,-16.76707268
Green Island Reef (16-049),2023-01-12,EOTR,145.99865723,-16.76707268
Green Island Reef (16-049),2023-01-13,EOTR,145.99865723,-16.76707268
Green Island Reef (16-049),2023-02-05,EOTR,145.99865723,-16.76707268
Green Island Reef (16-049),2023-03-03,AIMS,145.99865723,-16.76707268
Green Island Reef (16-049),2023-07-05,EOTR,145.99865723,-16.76707268
Green Island Reef (16-049),2023-07-06,EOTR,145.99865723,-16.76707268
Green Island Reef (16-049),2023-09-05,AIMS,145.99865723,-16.76707268
Grub Reef (14-003),2021-10-16,EOTR,143.98217773,-14.00527954
Grub Reef (14-003),2021-10-17,EOTR,143.98217773,-14.00527954
Grub Reef (18-077),2020-06-12,AIMS,147.42596436,-18.62554359
Grub Reef (18-077),2022-01-29,EOTR,147.42596436,-18.62554359
Grub Reef (18-077),2022-05-18,EOTR,147.42596436,-18.62554359
Hall-Thompson Reef (17-037),2020-04-01,EOTR,146.45721436,-17.60943413
Hall-Thompson Reef (17-037),2020-07-15,EOTR,146.45721436,-17.60943413
Hall-Thompson Reef (17-037),2022-09-02,EOTR,146.45721436,-17.60943413
Hardy Reef (19-135),2020-05-26,EOTR,149.23330688,-19.76042366
Hardy Reef (19-135),2020-05-29,EOTR,149.23330688,-19.76042366
Hardy Reef (19-135),2021-02-16,AIMS,149.23330688,-19.76042366
Hardy Reef (19-135),2021-11-29,EOTR,149.23330688,-19.76042366
Hardy Reef (19-135),2021-12-10,EOTR,149.23330688,-19.76042366
Hardy Reef (19-135),2022-01-05,AIMS,149.23330688,-19.76042366
Hardy Reef (19-135),2022-11-13,EOTR,149.23330688,-19.76042366
Hardy Reef (19-135),2023-01-28,AIMS,149.23330688,-19.76042366
Hardy Reef (19-135),2023-09-18,EOTR,149.23330688,-19.76042366
Hardy Reef (19-135),2023-10-01,EOTR,149.23330688,-19.76042366
Harrier Reef (15-025),2020-10-31,AIMS,145.69720459,-15.13665295
Hastings Reef (16-057),2020-01-02,EOTR,146.00813293,-16.51843643
Hastings Reef (16-057),2020-02-12,AIMS,146.00813293,-16.51843643
Hastings Reef (16-057),2020-08-12,EOTR,146.00813293,-16.51843643
Hastings Reef (16-057),2021-01-14,AIMS,146.00813293,-16.51843643
Hastings Reef (16-057),2021-07-21,EOTR,146.00813293,-16.51843643
Hastings Reef (16-057),2022-03-20,EOTR,146.00813293,-16.51843643
Hastings Reef (16-057),2022-03-30,EOTR,146.00813293,-16.51843643
Hastings Reef (16-057),2022-04-26,AIMS,146.00813293,-16.51843643
Hastings Reef (16-057),2023-03-02,AIMS,146.00813293,-16.51843643
Hastings Reef (16-057),2023-05-03,EOTR,146.00813293,-16.51843643
Hastings Reef (16-057),2023-09-04,AIMS,146.00813293,-16.51843643
Havannah Reef (18-065),2023-05-10,AIMS,146.53756714,-18.84302711
Hayman Island Reef (20-014),2021-02-12,AIMS,148.89082336,-20.06110573
Hayman Island Reef (20-014),2022-02-26,AIMS,148.89082336,-20.06110573
Hayman Island Reef (20-014),2023-02-06,AIMS,148.89082336,-20.06110573
Hedley Reef (17-014),2020-02-19,AIMS,146.48373413,-17.22857094
Hedley Reef (17-014),2022-09-19,EOTR,146.48373413,-17.22857094
Hedley Reef (17-014),2022-09-20,EOTR,146.48373413,-17.22857094
Hedley Reef (17-014),2023-03-06,AIMS,146.48373413,-17.22857094
Hedley Reef (17-014),2023-09-08,AIMS,146.48373413,-17.22857094
Hedley Reef (17-014),2023-10-17,EOTR,146.48373413,-17.22857094
Hedley Reef (17-014),2023-10-18,EOTR,146.48373413,-17.22857094
Helix Reef (18-076),2020-06-08,AIMS,147.2984314,-18.62459183
Helix Reef (18-076),2022-09-18,EOTR,147.2984314,-18.62459183
Helix Reef (18-076),2023-03-12,AIMS,147.2984314,-18.62459183
Helix Reef (18-076),2023-04-11,EOTR,147.2984314,-18.62459183
Helsdon Reef (14-135),2020-10-31,AIMS,145.48800659,-14.93945408
Helsdon Reef (14-135),2020-11-02,EOTR,145.48800659,-14.93945408
Helsdon Reef (14-135),2021-12-10,EOTR,145.48800659,-14.93945408
Helsdon Reef (14-135),2022-05-31,EOTR,145.48800659,-14.93945408
Helsdon Reef (14-135),2022-10-17,EOTR,145.48800659,-14.93945408
Heralds Prong No 2 (21-459),2020-01-22,EOTR,151.54631042,-21.70549583
Heralds Prong No 2 (21-459),2020-01-23,EOTR,151.54631042,-21.70549583
Heralds Prong No 2 (21-459),2022-02-22,EOTR,151.54631042,-21.70549583
Heron Reef (23-052a),2020-01-11,EOTR,151.97113037,-23.44615173
Heron Reef (23-052a),2020-04-04,EOTR,151.97113037,-23.44615173
Heron Reef (23-052a),2020-04-27,EOTR,151.97113037,-23.44615173
Heron Reef (23-052a),2020-05-25,EOTR,151.97113037,-23.44615173
Heron Reef (23-052a),2020-11-01,EOTR,151.97113037,-23.44615173
Heron Reef (23-052a),2020-11-02,EOTR,151.97113037,-23.44615173
Heron Reef (23-052a),2021-03-19,EOTR,151.97113037,-23.44615173
Heron Reef (23-052a),2021-08-02,EOTR,151.97113037,-23.44615173
Heron Reef (23-052a),2021-08-15,EOTR,151.97113037,-23.44615173
Heron Reef (23-052a),2021-10-01,EOTR,151.97113037,-23.44615173
Heron Reef (23-052a),2021-12-10,EOTR,151.97113037,-23.44615173
Heron Reef (23-052a),2022-02-25,EOTR,151.97113037,-23.44615173
Heron Reef (23-052a),2022-04-16,EOTR,151.97113037,-23.44615173
Heron Reef (23-052a),2022-05-29,EOTR,151.97113037,-23.44615173
Heron Reef (23-052a),2022-08-13,EOTR,151.97113037,-23.44615173
Heron Reef (23-052a),2022-10-14,EOTR,151.97113037,-23.44615173
Heron Reef (23-052a),2023-01-06,EOTR,151.97113037,-23.44615173
Heron Reef (23-052a),2023-04-16,EOTR,151.97113037,-23.44615173
Heron Reef (23-052a),2023-10-26,EOTR,151.97113037,-23.44615173
Hewitt Reef (19-187),2020-06-01,EOTR,149.62379456,-19.78406334
Hewitt Reef (19-187),2020-06-02,EOTR,149.62379456,-19.78406334
Hewitt Reef (19-187),2021-12-11,EOTR,149.62379456,-19.78406334
Hilder Reef (14-085),2021-09-26,EOTR,145.41036987,-14.44501114
Hilder Reef (14-085),2022-10-24,AIMS,145.41036987,-14.44501114
Hixson Cay Reef (22-145),2023-02-15,EOTR,152.73062134,-22.34350204
Hixson Cay Reef (22-145),2023-02-19,EOTR,152.73062134,-22.34350204
Holbourne Island Reef (No 1) (19-103a),2021-02-20,AIMS,148.35734558,-19.72500038
Hook Reef (19-136a),2020-05-26,EOTR,149.18539429,-19.79242516
Hook Reef (19-136a),2020-05-27,EOTR,149.18539429,-19.79242516
Hook Reef (19-136a),2020-05-28,EOTR,149.18539429,-19.79242516
Hook Reef (19-136a),2020-05-29,EOTR,149.18539429,-19.79242516
Hook Reef (19-136a),2022-08-16,EOTR,149.18539429,-19.79242516
Hook Reef (19-136a),2023-09-18,EOTR,149.18539429,-19.79242516
Hope Islands Reef (East) (15-065),2020-10-16,EOTR,145.45783997,-15.73295879
Hope Reef (19-046),2021-01-25,EOTR,148.43589783,-19.32163239
Hope Reef (19-046),2021-03-23,AIMS,148.43589783,-19.32163239
Hope Reef (19-046),2023-11-07,EOTR,148.43589783,-19.32163239
Hopkinson Reef (18-073),2020-02-21,EOTR,147.19277954,-18.55063438
Hopkinson Reef (18-073),2021-02-14,EOTR,147.19277954,-18.55063438
Hopkinson Reef (18-073),2022-03-06,EOTR,147.19277954,-18.55063438
Hopkinson Reef (18-073),2022-03-31,EOTR,147.19277954,-18.55063438
Hopkinson Reef (18-073),2023-04-12,EOTR,147.19277954,-18.55063438
Hopkinson Reef (18-073),2023-08-16,EOTR,147.19277954,-18.55063438
Horseshoe Reef (No 1) (22-104a),2020-01-29,EOTR,152.58039856,-22.04248619
Horseshoe Reef (No 1) (22-104a),2020-09-06,AIMS,152.58039856,-22.04248619
Horseshoe Reef (No 1) (22-104a),2021-12-04,AIMS,152.58039856,-22.04248619
Horseshoe Reef (No 1) (22-104a),2022-09-04,AIMS,152.58039856,-22.04248619
Horseshoe Reef (No 1) (22-104a),2023-02-21,EOTR,152.58039856,-22.04248619
Horseshoe Reef (No 1) (22-104a),2023-10-03,AIMS,152.58039856,-22.04248619
Hoskyn Islands Reef (23-080),2020-01-06,AIMS,152.28726196,-23.8077755
Hoskyn Islands Reef (23-080),2020-04-05,EOTR,152.28726196,-23.8077755
Hoskyn Islands Reef (23-080),2020-06-01,EOTR,152.28726196,-23.8077755
Hoskyn Islands Reef (23-080),2020-08-14,EOTR,152.28726196,-23.8077755
Hoskyn Islands Reef (23-080),2020-08-21,AIMS,152.28726196,-23.8077755
Hoskyn Islands Reef (23-080),2020-10-23,EOTR,152.28726196,-23.8077755
Hoskyn Islands Reef (23-080),2020-11-22,EOTR,152.28726196,-23.8077755
Hoskyn Islands Reef (23-080),2021-03-11,EOTR,152.28726196,-23.8077755
Hoskyn Islands Reef (23-080),2021-05-15,EOTR,152.28726196,-23.8077755
Hoskyn Islands Reef (23-080),2021-11-19,EOTR,152.28726196,-23.8077755
Hoskyn Islands Reef (23-080),2022-02-20,EOTR,152.28726196,-23.8077755
Hoskyn Islands Reef (23-080),2022-04-19,EOTR,152.28726196,-23.8077755
Hoskyn Islands Reef (23-080),2022-05-16,EOTR,152.28726196,-23.8077755
Hoskyn Islands Reef (23-080),2022-07-28,EOTR,152.28726196,-23.8077755
Hoskyn Islands Reef (23-080),2022-10-21,EOTR,152.28726196,-23.8077755
Hoskyn Islands Reef (23-080),2023-02-17,EOTR,152.28726196,-23.8077755
Hoskyn Islands Reef (23-080),2023-09-30,AIMS,152.28726196,-23.8077755
Houdini Reef (21-524),2023-01-24,EOTR,152.42793274,-21.82340813
Howard Patch (No 1) (22-148a),2023-02-19,EOTR,152.59686279,-22.3952713
Howard Patch (No 2) (22-148b),2023-02-19,EOTR,152.65293884,-22.3807354
Howard Patch (No 3) (22-148c),2023-02-19,EOTR,152.61279297,-22.37690735
Howie Reef (17-018a),2020-02-17,EOTR,146.38508606,-17.39389038
Howie Reef (17-018a),2020-02-18,EOTR,146.38508606,-17.39389038
Howie Reef (17-018a),2021-05-26,EOTR,146.38508606,-17.39389038
Howie Reef (17-018a),2021-06-14,EOTR,146.38508606,-17.39389038
Howie Reef (17-018a),2021-06-15,EOTR,146.38508606,-17.39389038
Howie Reef (17-018a),2022-08-21,EOTR,146.38508606,-17.39389038
Howie Reef (17-018a),2022-08-22,EOTR,146.38508606,-17.39389038
Howie Reef (17-018a),2022-08-23,EOTR,146.38508606,-17.39389038
Hyde Reef (19-207),2021-02-06,AIMS,150.08551025,-19.75622559
Hyde Reef (19-207),2022-02-23,AIMS,150.08551025,-19.75622559
Hyde Reef (19-207),2023-02-02,AIMS,150.08551025,-19.75622559
Irene Reef (15-084),2020-10-28,EOTR,145.71505737,-15.64757061
Irene Reef (15-084),2022-10-31,AIMS,145.71505737,-15.64757061
Isobel Bennett Reef (21-505),2022-02-17,EOTR,152.34872437,-21.70672607
Isobel Bennett Reef (21-505),2023-03-20,EOTR,152.34872437,-21.70672607
Isobel Bennett Reef (21-505),2023-04-06,EOTR,152.34872437,-21.70672607
Jacqueline Reef (19-061),2021-02-03,AIMS,148.90376282,-19.21391678
Jacqueline Reef (19-061),2023-11-05,EOTR,148.90376282,-19.21391678
Jaguar Reef (18-120),2020-03-06,EOTR,148.42677307,-18.9756794
Jaguar Reef (18-120),2021-03-22,AIMS,148.42677307,-18.9756794
Jaguar Reef (18-120),2022-02-27,AIMS,148.42677307,-18.9756794
Jenkins Reef (21-584),2020-01-18,AIMS,152.59945679,-21.95517349
Jenkins Reef (21-584),2022-01-07,AIMS,152.59945679,-21.95517349
Jewell Reef (14-079),2021-09-26,EOTR,145.35128784,-14.37976837
Jewell Reef (14-079),2022-11-23,EOTR,145.35128784,-14.37976837
John Brewer Reef (18-075),2020-01-25,EOTR,147.05296326,-18.63109779
John Brewer Reef (18-075),2020-04-09,EOTR,147.05296326,-18.63109779
John Brewer Reef (18-075),2020-05-26,EOTR,147.05296326,-18.63109779
John Brewer Reef (18-075),2020-06-07,AIMS,147.05296326,-18.63109779
John Brewer Reef (18-075),2020-07-26,EOTR,147.05296326,-18.63109779
John Brewer Reef (18-075),2020-09-25,EOTR,147.05296326,-18.63109779
John Brewer Reef (18-075),2020-09-29,EOTR,147.05296326,-18.63109779
John Brewer Reef (18-075),2020-09-30,EOTR,147.05296326,-18.63109779
John Brewer Reef (18-075),2020-11-24,EOTR,147.05296326,-18.63109779
John Brewer Reef (18-075),2020-11-30,EOTR,147.05296326,-18.63109779
John Brewer Reef (18-075),2021-01-26,EOTR,147.05296326,-18.63109779
John Brewer Reef (18-075),2021-03-26,AIMS,147.05296326,-18.63109779
John Brewer Reef (18-075),2021-04-12,EOTR,147.05296326,-18.63109779
John Brewer Reef (18-075),2021-09-06,EOTR,147.05296326,-18.63109779
John Brewer Reef (18-075),2021-10-08,EOTR,147.05296326,-18.63109779
John Brewer Reef (18-075),2021-10-25,EOTR,147.05296326,-18.63109779
John Brewer Reef (18-075),2022-01-24,EOTR,147.05296326,-18.63109779
John Brewer Reef (18-075),2022-03-06,AIMS,147.05296326,-18.63109779
John Brewer Reef (18-075),2022-04-02,EOTR,147.05296326,-18.63109779
John Brewer Reef (18-075),2023-03-17,AIMS,147.05296326,-18.63109779
John Brewer Reef (18-075),2023-04-09,EOTR,147.05296326,-18.63109779
Judith Wright Reef (18-101),2020-12-15,EOTR,147.95126343,-18.89966774
Judith Wright Reef (18-101),2020-12-16,EOTR,147.95126343,-18.89966774
Judith Wright Reef (18-101),2021-10-31,EOTR,147.95126343,-18.89966774
Judith Wright Reef (18-101),2021-11-01,EOTR,147.95126343,-18.89966774
Judith Wright Reef (18-101),2022-04-10,EOTR,147.95126343,-18.89966774
Judith Wright Reef (18-101),2023-07-22,EOTR,147.95126343,-18.89966774
Judith Wright Reef (18-101),2023-12-01,EOTR,147.95126343,-18.89966774
Junior Reef (22-122),2023-02-20,EOTR,152.53179932,-22.1481514
Jupiter Reef (18-115),2021-06-01,EOTR,148.25306702,-18.92404175
Kangaroo Reef (East) (19-063a),2021-01-24,EOTR,148.61715698,-19.26265907
Kangaroo Reef (East) (19-063a),2022-08-18,EOTR,148.61715698,-19.26265907
Kangaroo Reef (West) (19-063b),2021-01-24,EOTR,148.55070496,-19.25987816
Kangaroo Reef (West) (19-063b),2022-02-27,AIMS,148.55070496,-19.25987816
Keast Shoal (14-004),2021-10-16,EOTR,143.93527222,-14.05226326
Keeper Reef (18-079),2020-01-03,EOTR,147.26829529,-18.74611664
Keeper Reef (18-079),2020-04-05,EOTR,147.26829529,-18.74611664
Keeper Reef (18-079),2020-07-12,EOTR,147.26829529,-18.74611664
Keeper Reef (18-079),2020-09-04,EOTR,147.26829529,-18.74611664
Keeper Reef (18-079),2020-11-25,EOTR,147.26829529,-18.74611664
Keeper Reef (18-079),2021-02-05,EOTR,147.26829529,-18.74611664
Keeper Reef (18-079),2021-06-03,EOTR,147.26829529,-18.74611664
Keeper Reef (18-079),2021-09-21,EOTR,147.26829529,-18.74611664
Keeper Reef (18-079),2021-10-21,EOTR,147.26829529,-18.74611664
Keeper Reef (18-079),2022-04-03,EOTR,147.26829529,-18.74611664
Kelso Reef (18-030),2020-06-04,AIMS,146.99006653,-18.43645859
Kelso Reef (18-030),2021-04-05,AIMS,146.99006653,-18.43645859
Kelso Reef (18-030),2021-05-28,EOTR,146.99006653,-18.43645859
Kelso Reef (18-030),2022-03-08,AIMS,146.99006653,-18.43645859
Kelso Reef (18-030),2022-03-30,EOTR,146.99006653,-18.43645859
Kelso Reef (18-030),2022-11-10,EOTR,146.99006653,-18.43645859
Kelso Reef (18-030),2022-11-12,EOTR,146.99006653,-18.43645859
Kelso Reef (18-030),2023-03-01,EOTR,146.99006653,-18.43645859
Kelso Reef (18-030),2023-03-14,AIMS,146.99006653,-18.43645859
Kelso Reef (18-030),2023-06-25,EOTR,146.99006653,-18.43645859
Kelso Reef (18-030),2023-10-01,EOTR,146.99006653,-18.43645859
Kennedy Reef (19-096),2021-12-13,EOTR,149.15634155,-19.45158958
Kennedy Reef (19-096),2021-12-16,EOTR,149.15634155,-19.45158958
Knife Reef (18-081),2020-05-29,AIMS,147.57148743,-18.57635307
Knife Reef (18-081),2022-03-04,AIMS,147.57148743,-18.57635307
Knuckle Reef (19-116),2021-12-14,EOTR,149.27287292,-19.53398705
Knuckle Reef (19-116),2021-12-15,EOTR,149.27287292,-19.53398705
Lady Elliot Island Reef (24-008),2020-01-17,EOTR,152.71542358,-24.11328316
Lady Elliot Island Reef (24-008),2020-03-23,EOTR,152.71542358,-24.11328316
Lady Elliot Island Reef (24-008),2020-09-20,EOTR,152.71542358,-24.11328316
Lady Elliot Island Reef (24-008),2020-11-30,EOTR,152.71542358,-24.11328316
Lady Elliot Island Reef (24-008),2021-01-27,EOTR,152.71542358,-24.11328316
Lady Elliot Island Reef (24-008),2021-07-27,EOTR,152.71542358,-24.11328316
Lady Elliot Island Reef (24-008),2021-09-19,EOTR,152.71542358,-24.11328316
Lady Elliot Island Reef (24-008),2021-11-14,EOTR,152.71542358,-24.11328316
Lady Elliot Island Reef (24-008),2022-02-18,EOTR,152.71542358,-24.11328316
Lady Elliot Island Reef (24-008),2022-04-20,EOTR,152.71542358,-24.11328316
Lady Elliot Island Reef (24-008),2022-08-06,EOTR,152.71542358,-24.11328316
Lady Elliot Island Reef (24-008),2022-10-01,EOTR,152.71542358,-24.11328316
Lady Elliot Island Reef (24-008),2023-01-11,EOTR,152.71542358,-24.11328316
Lady Elliot Island Reef (24-008),2023-07-06,EOTR,152.71542358,-24.11328316
Lady Elliot Island Reef (24-008),2023-09-20,EOTR,152.71542358,-24.11328316
Lady Musgrave Reef (23-082a),2020-01-03,AIMS,152.38720703,-23.90178299
Lady Musgrave Reef (23-082a),2020-01-19,EOTR,152.38720703,-23.90178299
Lady Musgrave Reef (23-082a),2020-03-24,EOTR,152.38720703,-23.90178299
Lady Musgrave Reef (23-082a),2020-05-21,EOTR,152.38720703,-23.90178299
Lady Musgrave Reef (23-082a),2020-08-07,EOTR,152.38720703,-23.90178299
Lady Musgrave Reef (23-082a),2020-08-08,EOTR,152.38720703,-23.90178299
Lady Musgrave Reef (23-082a),2020-08-18,AIMS,152.38720703,-23.90178299
Lady Musgrave Reef (23-082a),2020-09-24,EOTR,152.38720703,-23.90178299
Lady Musgrave Reef (23-082a),2020-11-18,EOTR,152.38720703,-23.90178299
Lady Musgrave Reef (23-082a),2021-01-26,EOTR,152.38720703,-23.90178299
Lady Musgrave Reef (23-082a),2021-03-09,EOTR,152.38720703,-23.90178299
Lady Musgrave Reef (23-082a),2021-05-01,EOTR,152.38720703,-23.90178299
Lady Musgrave Reef (23-082a),2021-05-02,EOTR,152.38720703,-23.90178299
Lady Musgrave Reef (23-082a),2021-05-14,EOTR,152.38720703,-23.90178299
Lady Musgrave Reef (23-082a),2021-09-17,EOTR,152.38720703,-23.90178299
Lady Musgrave Reef (23-082a),2021-09-21,EOTR,152.38720703,-23.90178299
Lady Musgrave Reef (23-082a),2021-12-20,AIMS,152.38720703,-23.90178299
Lady Musgrave Reef (23-082a),2022-01-08,EOTR,152.38720703,-23.90178299
Lady Musgrave Reef (23-082a),2022-03-04,EOTR,152.38720703,-23.90178299
Lady Musgrave Reef (23-082a),2022-04-29,EOTR,152.38720703,-23.90178299
Lady Musgrave Reef (23-082a),2022-05-07,EOTR,152.38720703,-23.90178299
Lady Musgrave Reef (23-082a),2022-07-29,EOTR,152.38720703,-23.90178299
Lady Musgrave Reef (23-082a),2022-08-23,AIMS,152.38720703,-23.90178299
Lady Musgrave Reef (23-082a),2022-09-30,EOTR,152.38720703,-23.90178299
Lady Musgrave Reef (23-082a),2023-01-10,EOTR,152.38720703,-23.90178299
Lady Musgrave Reef (23-082a),2023-01-13,EOTR,152.38720703,-23.90178299
Lady Musgrave Reef (23-082a),2023-05-11,EOTR,152.38720703,-23.90178299
Lady Musgrave Reef (23-082a),2023-05-12,EOTR,152.38720703,-23.90178299
Lady Musgrave Reef (23-082a),2023-07-07,EOTR,152.38720703,-23.90178299
Lady Musgrave Reef (23-082a),2023-07-08,EOTR,152.38720703,-23.90178299
Lady Musgrave Reef (23-082a),2023-09-17,EOTR,152.38720703,-23.90178299
Lady Musgrave Reef (23-082a),2023-09-18,EOTR,152.38720703,-23.90178299
Lady Musgrave Reef (23-082a),2023-09-28,EOTR,152.38720703,-23.90178299
Lady Musgrave Reef (23-082a),2023-09-29,AIMS,152.38720703,-23.90178299
Lagoon Reef (12-061),2020-12-08,AIMS,143.75706482,-12.38443565
Lagoon Reef (12-061),2021-10-15,AIMS,143.75706482,-12.38443565
Lagoon Reef (12-061),2022-12-02,AIMS,143.75706482,-12.38443565
Lagoon Reef (12-061),2023-12-02,AIMS,143.75706482,-12.38443565
Lamont Reef (23-076),2020-04-10,EOTR,152.0274353,-23.59870148
Lamont Reef (23-076),2020-04-26,EOTR,152.0274353,-23.59870148
Lamont Reef (23-076),2021-02-22,EOTR,152.0274353,-23.59870148
Lamont Reef (23-076),2021-08-29,EOTR,152.0274353,-23.59870148
Lamont Reef (23-076),2021-10-29,EOTR,152.0274353,-23.59870148
Lamont Reef (23-076),2022-02-22,EOTR,152.0274353,-23.59870148
Lamont Reef (23-076),2022-04-19,EOTR,152.0274353,-23.59870148
Lamont Reef (23-076),2022-07-25,EOTR,152.0274353,-23.59870148
Lamont Reef (23-076),2022-10-16,EOTR,152.0274353,-23.59870148
Lamont Reef (23-076),2023-05-19,EOTR,152.0274353,-23.59870148
Lamont Reef (23-076),2023-07-29,EOTR,152.0274353,-23.59870148
Lamont Reef (23-076),2023-08-13,EOTR,152.0274353,-23.59870148
Lamont Reef (23-076),2023-10-05,EOTR,152.0274353,-23.59870148
